Id,front_camera,resolution_width,mobile_weight,screen_width,talk_time,touch_screen,clock_speed,ram,bluetooth,battery_power,internal_memory,primary_camera,mobile_depth,dual_sim,resolution_height,wifi,4g,3g,n_cores,screen_height,price_range
1279,4,687,90,11,8,no,0.6,1518,no,1265,49,5,0.5,yes,275,yes,yes,yes,1,16,low
1280,8,1330,188,13,13,no,1.9,3914,no,1614,55,17,0.3,no,860,no,yes,yes,3,17,high
1281,0,1290,145,8,19,no,0.6,586,yes,833,27,2,0.3,yes,649,yes,yes,yes,4,19,very low
1282,2,1570,141,4,19,no,2.6,2955,no,702,9,3,0.7,yes,504,no,yes,yes,3,10,medium
1283,6,986,121,10,12,yes,2.3,1494,yes,1538,13,7,0.2,no,567,yes,yes,yes,7,18,low
1284,0,1956,146,2,2,yes,1.7,606,no,1254,45,3,0.4,no,1571,yes,yes,yes,3,7,low
1285,7,1995,107,0,12,yes,0.8,2317,no,767,10,12,0.5,no,517,yes,yes,yes,4,6,medium
1286,0,1775,86,2,2,yes,0.5,435,yes,642,38,10,0.8,no,887,no,yes,yes,5,9,very low
1287,3,1666,140,0,16,no,1,3254,no,1108,49,12,0.7,no,1298,no,no,yes,5,12,high
1288,0,1635,147,10,13,no,1.7,440,no,1358,60,1,0.6,no,889,no,no,yes,3,14,very low
1289,4,1477,98,18,13,no,1.4,1462,no,713,53,17,0.8,yes,123,yes,no,yes,1,19,very low
1290,5,1376,200,4,17,yes,1.1,3426,no,1379,36,7,0.8,no,538,yes,yes,yes,2,5,high
1291,6,1656,109,3,4,yes,1.5,1795,yes,1541,5,10,0.5,yes,536,yes,yes,yes,4,7,low
1292,5,583,111,9,11,yes,3,291,no,1146,57,10,0.4,no,73,yes,yes,yes,5,19,very low
1293,4,1553,158,0,14,no,2.2,1229,no,1881,51,7,0.3,no,477,no,no,yes,5,12,low
1294,3,1851,88,1,19,yes,2.5,2256,yes,765,44,11,0.3,no,1364,yes,no,no,8,6,medium
1295,2,957,139,11,12,yes,2,2625,yes,1010,8,3,0.9,yes,547,no,yes,yes,5,15,medium
1296,0,742,111,13,8,yes,1.8,2023,yes,1913,29,4,0.6,no,675,no,no,yes,5,17,medium
1297,4,1738,143,1,5,no,0.8,2381,yes,1824,19,5,0.9,no,1055,no,yes,yes,2,14,medium
1298,2,1645,169,16,12,no,2.5,2738,no,1517,8,18,0.8,no,570,no,yes,yes,4,18,medium
1299,4,676,149,1,20,yes,0.5,2973,yes,1965,29,13,0.5,no,584,yes,yes,yes,5,11,high
1300,3,1516,181,5,8,yes,0.5,3117,yes,1987,53,7,1,no,1052,yes,yes,yes,3,18,high
1301,5,1353,143,7,8,yes,1.3,2711,no,640,6,20,0.6,yes,976,no,yes,yes,8,15,medium
1302,4,1163,196,1,11,no,1.4,3970,no,1852,10,18,0.7,no,580,yes,yes,yes,1,13,high
1303,0,1022,196,3,6,yes,1,705,no,1219,17,4,0.7,yes,473,yes,no,no,5,11,very low
1304,1,800,183,9,19,no,1.5,2385,yes,986,23,3,0.8,no,471,no,yes,yes,8,16,low
1305,0,511,127,1,5,no,0.7,3916,no,622,9,0,0.3,no,98,yes,yes,yes,2,13,medium
1306,3,1805,103,8,13,yes,1.7,1904,no,864,35,7,0.3,no,663,yes,yes,yes,3,12,low
1307,9,792,184,0,20,yes,2.5,1366,no,1790,2,14,0.1,yes,622,yes,no,yes,1,7,low
1308,2,884,179,2,17,yes,0.5,298,yes,1868,40,17,0.9,no,576,no,yes,yes,8,8,very low
1309,8,519,105,8,19,no,0.5,1499,yes,1656,38,17,0.1,yes,506,yes,yes,yes,7,12,low
1310,2,1785,176,4,18,yes,0.5,3955,no,1653,37,6,0.9,yes,447,yes,yes,yes,4,19,high
1311,0,1429,115,7,4,no,0.5,2243,no,765,47,1,0.3,yes,1277,yes,yes,yes,8,11,medium
1312,3,886,99,15,11,yes,1,1767,no,1273,48,15,0.4,no,490,no,yes,yes,4,18,low
1313,0,1742,122,0,3,no,2.4,595,yes,1202,19,1,0.1,yes,404,no,no,no,2,19,very low
1314,0,769,114,0,14,yes,1.2,1747,yes,1142,2,0,0.6,no,623,no,no,no,6,7,low
1315,16,1036,180,9,16,no,2.8,2341,yes,1269,41,17,1,yes,406,yes,no,no,8,10,medium
1316,3,1989,122,14,11,no,2.4,604,yes,1067,40,15,0.6,yes,494,no,yes,yes,8,16,very low
1317,1,739,121,3,20,yes,0.5,3655,yes,1112,53,16,0.6,yes,234,no,no,yes,4,7,high
1318,0,1481,128,0,18,yes,0.6,515,no,1413,13,0,0.1,no,1323,no,yes,yes,1,5,very low
1319,10,1288,158,2,6,no,2.1,512,yes,1727,57,18,0.3,yes,376,no,no,no,6,5,very low
1320,0,1923,136,9,16,no,2.6,3646,no,1924,59,0,0.9,no,1438,yes,yes,yes,6,10,high
1321,4,1966,144,8,11,no,2.1,2727,no,1871,41,5,0.4,no,275,no,yes,yes,8,15,high
1322,0,1595,122,3,18,yes,0.6,1201,no,1590,7,17,0.3,yes,1464,yes,no,yes,3,12,low
1323,5,1894,96,9,4,no,2.4,837,yes,1412,25,17,0.8,no,516,yes,no,no,8,15,low
1324,1,772,97,0,4,yes,1.7,523,no,1696,13,2,0.9,no,179,yes,no,no,3,5,very low
1325,12,1761,179,1,7,no,0.5,3744,yes,1000,63,18,0.7,no,1537,yes,no,no,8,11,high
1326,0,1220,197,12,2,no,0.8,2842,no,947,22,13,0.1,yes,1176,no,yes,yes,2,16,medium
1327,0,724,189,0,8,no,1.5,3252,yes,1144,21,11,0.4,yes,159,no,no,no,1,16,medium
1328,5,1795,193,6,13,yes,0.5,1615,yes,972,13,8,0.4,yes,1392,no,no,no,5,11,low
1329,4,1466,81,3,14,yes,1.5,2052,yes,797,18,20,0.6,yes,888,yes,no,yes,8,9,low
1330,6,1463,190,17,14,yes,0.5,2776,yes,1780,27,11,0.1,no,1331,yes,no,yes,4,19,high
1331,5,1538,102,1,16,yes,0.6,2459,yes,745,35,10,0.8,yes,89,no,no,yes,8,14,low
1332,10,1304,166,1,2,no,0.7,2122,yes,1503,43,14,0.2,no,841,no,yes,yes,4,15,medium
1333,2,1607,151,5,19,no,1.9,3022,yes,1975,31,17,0.9,yes,775,yes,no,no,1,13,high
1334,8,1566,183,7,7,no,0.5,1816,yes,1783,14,11,0.6,no,910,yes,no,no,8,12,medium
1335,3,819,131,1,10,no,1.6,2476,yes,627,12,17,0.2,yes,447,no,yes,yes,7,17,low
1336,16,1118,121,2,7,yes,0.6,1869,yes,586,42,17,0.3,no,785,yes,yes,yes,7,12,low
1337,2,1651,117,3,14,no,3,3851,no,816,9,3,0.1,yes,1196,yes,no,yes,1,10,high
1338,2,1208,189,6,11,yes,0.5,1629,yes,1695,47,13,0.5,yes,308,no,yes,yes,5,8,low
1339,10,619,131,0,15,yes,2.5,1892,yes,1323,28,12,0.2,yes,162,yes,yes,yes,4,10,low
1340,3,1076,170,3,19,no,0.7,3358,yes,1498,8,4,0.1,no,347,no,yes,yes,7,7,high
1341,4,1064,121,1,18,yes,0.5,2337,yes,682,19,11,1,no,902,yes,no,no,4,11,low
1342,2,1619,126,3,14,no,2.7,1571,yes,1550,32,5,0.1,no,1541,no,no,no,7,12,medium
1343,1,887,144,1,6,yes,0.5,2915,yes,947,51,15,0.1,no,193,yes,yes,yes,2,17,medium
1344,0,522,182,1,15,no,1.4,3483,yes,1658,39,5,0.7,no,410,yes,yes,yes,1,10,high
1345,3,1088,88,2,17,yes,1.7,2050,yes,673,22,5,0.1,yes,594,no,yes,yes,1,7,low
1346,0,1748,168,3,16,no,0.5,1851,no,723,3,3,0.2,no,920,no,yes,yes,4,15,low
1347,0,1288,139,0,6,yes,0.5,292,yes,742,36,1,0.7,no,1161,yes,yes,yes,3,8,very low
1348,14,1256,132,2,3,no,0.5,3488,no,1615,15,16,0.1,no,622,yes,no,no,4,16,high
1349,5,1252,144,3,20,yes,1.2,1464,yes,1180,50,20,1,no,925,yes,yes,yes,4,7,low
1350,1,1850,196,9,19,no,0.5,3554,no,838,13,4,0.1,no,984,yes,yes,yes,8,10,high
1351,0,1836,124,5,19,yes,2.5,2736,no,1436,42,1,0.9,yes,1826,no,yes,yes,8,12,high
1352,1,811,113,10,18,yes,1.5,740,no,535,48,4,0.7,no,290,no,yes,yes,1,11,very low
1353,6,1155,167,1,17,no,1.3,2812,yes,730,6,10,0.9,yes,1096,no,no,no,7,10,medium
1354,10,658,180,6,12,no,1.2,2606,no,1552,53,18,0.3,no,430,no,yes,yes,8,13,medium
1355,4,1131,137,17,17,yes,2.5,3685,yes,1537,43,5,0.3,no,839,yes,yes,yes,1,18,high
1356,1,1595,86,8,3,yes,2.6,398,no,1266,18,2,0.4,no,1187,yes,no,yes,7,16,very low
1357,3,1338,194,9,6,yes,1.6,2598,yes,1701,10,7,0.3,yes,550,no,no,no,8,12,medium
1358,2,865,99,12,19,no,2.8,2974,yes,561,40,6,0.1,yes,426,yes,yes,yes,7,15,medium
1359,16,1880,151,6,5,no,2.1,1196,no,1404,44,20,0.9,no,1703,yes,no,no,1,10,low
1360,0,629,109,5,10,yes,1.5,3112,yes,1654,43,0,0.3,yes,546,no,yes,yes,2,12,high
1361,2,679,147,0,12,no,2.9,3847,no,1375,20,7,0.4,no,596,yes,no,yes,6,8,high
1362,0,1360,122,8,15,yes,0.6,3654,yes,902,63,14,0.7,yes,364,yes,no,no,5,18,high
1363,5,1746,85,12,19,yes,1.5,2259,yes,1492,11,7,0.9,no,1684,yes,no,no,3,14,high
1364,11,1422,81,11,5,yes,1.9,467,no,709,13,15,0.1,no,570,yes,yes,yes,8,17,very low
1365,4,1517,175,0,15,yes,1.5,527,no,767,28,10,0.7,no,344,no,no,no,4,10,very low
1366,6,1052,168,15,8,no,2.3,2677,yes,1472,61,19,0.1,no,710,no,no,yes,6,19,medium
1367,0,687,192,5,20,yes,1,2227,no,1442,27,19,0.1,yes,231,no,no,yes,3,6,low
1368,0,688,136,12,19,no,1.9,1539,yes,981,2,7,0.1,yes,75,no,no,no,3,19,very low
1369,0,1205,130,3,6,no,0.6,2052,no,983,45,11,0.1,yes,948,yes,yes,yes,4,5,low
1370,11,1105,83,10,2,no,2.5,349,yes,879,14,15,0.7,no,403,yes,yes,yes,6,16,very low
1371,4,1967,199,5,4,yes,3,2268,no,1216,47,7,0.4,no,1852,yes,no,no,3,13,medium
1372,0,1676,94,10,5,yes,1.3,1633,no,1715,12,6,0.3,no,1224,yes,yes,yes,8,15,medium
1373,1,1430,103,5,12,yes,2,2029,yes,537,55,2,0.3,no,1041,yes,yes,yes,7,10,low
1374,1,1416,84,16,3,yes,2.2,3978,no,858,50,2,0.1,no,528,no,no,yes,1,17,high
1375,1,1211,169,2,17,yes,1.2,2282,no,695,41,8,0.4,no,789,no,yes,yes,8,5,low
1376,8,828,199,5,16,yes,0.5,2942,yes,841,39,13,0.1,yes,546,yes,no,no,6,11,medium
1377,3,1726,165,1,13,no,0.7,3739,no,1126,49,17,0.9,no,114,no,no,yes,8,14,high
1378,2,603,87,0,8,yes,0.5,2454,no,1237,27,5,0.1,no,274,yes,no,yes,8,14,medium
1379,5,990,186,1,16,no,2.8,2734,yes,755,51,12,0.3,no,315,yes,yes,yes,4,10,medium
1380,0,669,133,4,4,no,2.5,2235,yes,1272,22,8,0.9,yes,605,no,no,yes,6,19,low
1381,0,954,106,4,4,yes,0.6,1393,no,1441,53,12,0.5,yes,254,yes,yes,yes,1,9,low
1382,5,1799,133,2,18,no,1.6,520,no,863,6,13,0.7,yes,717,yes,yes,yes,4,10,very low
1383,1,1100,82,9,17,no,2,980,no,1195,23,9,0.1,yes,163,no,yes,yes,4,13,very low
1384,16,873,171,4,17,no,0.5,2984,no,1642,8,17,0.3,yes,129,yes,yes,yes,6,13,medium
1385,9,1273,90,4,12,yes,1.6,3472,yes,610,52,19,0.4,yes,1039,yes,no,yes,4,10,high
1386,0,1176,163,2,5,yes,1,3421,yes,561,11,10,0.1,no,492,yes,no,yes,8,16,medium
1387,7,1280,181,4,9,yes,2.9,941,yes,1610,64,12,0.9,no,1236,no,yes,yes,4,8,low
1388,9,656,162,9,8,no,1.5,2301,no,605,18,14,0.9,no,329,no,yes,yes,2,15,low
1389,2,1205,158,6,16,yes,2.5,1122,yes,1681,11,13,0.4,no,195,yes,no,no,2,12,very low
1390,1,1477,164,5,18,yes,2.5,2706,yes,534,21,9,0.3,no,347,no,yes,yes,7,7,medium
1391,0,1769,178,0,16,yes,2.8,3340,yes,1446,18,1,0.3,yes,351,yes,yes,yes,8,8,high
1392,1,1998,184,4,7,no,2,1803,no,1068,37,13,0.9,yes,186,no,yes,yes,7,5,low
1393,8,1916,134,13,11,yes,2.4,3716,no,1059,61,18,0.1,no,1613,no,no,yes,3,15,high
1394,0,1638,86,5,10,yes,1,2746,no,1342,31,1,0.6,no,991,no,yes,yes,7,15,high
1395,7,896,124,1,12,yes,2.8,3916,yes,774,55,18,0.9,no,8,no,yes,yes,3,8,high
1396,12,1469,170,2,11,yes,2.2,3153,yes,921,10,18,0.1,yes,1272,no,yes,yes,7,8,high
1397,4,1832,127,4,15,no,1.1,2392,no,1890,48,5,0.5,no,1438,yes,yes,yes,4,10,high
1398,16,1000,185,1,6,yes,1.9,2445,no,767,19,17,0.2,no,271,yes,yes,yes,6,6,low
1399,17,1711,138,1,20,yes,1.5,2993,yes,1703,55,19,0.7,yes,1411,yes,yes,yes,5,5,high
1400,3,1506,190,11,18,yes,0.9,2916,no,1927,11,12,0.4,yes,491,yes,no,no,8,16,high
1401,0,1234,86,16,5,yes,2,2577,no,964,22,0,0.7,no,225,no,yes,yes,8,17,medium
1402,5,1248,185,4,15,no,1.3,582,no,874,8,20,0.5,no,442,no,no,no,1,6,very low
1403,0,714,102,5,13,yes,2.2,1732,yes,1027,63,4,0.8,no,152,yes,no,no,5,8,low
1404,6,1463,185,0,19,no,0.6,2855,yes,667,3,13,0.7,no,13,yes,yes,yes,6,5,medium
1405,0,1497,106,15,19,yes,1.2,2042,no,664,28,5,0.9,yes,754,no,no,yes,5,17,low
1406,5,1587,137,3,12,yes,0.5,1891,yes,525,51,11,0.5,yes,262,no,no,no,8,18,low
1407,0,1739,88,11,12,no,0.5,3532,yes,1579,5,9,0.2,yes,1358,yes,no,no,7,17,high
1408,3,539,104,3,11,no,1.3,3864,no,869,34,4,0.1,yes,478,no,no,yes,2,13,high
1409,0,1985,195,8,9,yes,1.5,2004,no,877,17,0,0.1,yes,1064,yes,yes,yes,7,11,low
1410,8,1940,100,7,17,yes,2.8,3630,no,1948,16,10,0.1,yes,631,no,no,no,5,9,high
1411,2,1985,153,10,7,yes,0.7,3155,yes,1023,63,8,0.7,no,367,yes,yes,yes,7,11,high
1412,1,1473,154,2,18,yes,2.8,838,no,1933,16,9,0.5,yes,229,no,no,no,3,14,very low
1413,1,853,146,15,15,yes,0.7,702,yes,875,30,8,0.7,yes,469,yes,no,yes,8,19,very low
1414,2,683,128,13,9,yes,1.4,2910,no,1063,48,4,1,yes,127,yes,yes,yes,5,15,medium
1415,6,522,181,8,7,no,2.1,2103,no,1592,50,17,0.1,no,510,no,yes,yes,2,19,low
1416,9,1580,187,2,13,yes,1.8,3777,yes,1928,19,20,1,no,691,yes,yes,yes,3,7,high
1417,3,1759,109,1,4,no,2.8,1077,yes,626,11,9,0.8,yes,737,yes,yes,yes,2,6,very low
1418,13,804,132,1,20,no,0.7,2349,yes,989,51,15,0.4,no,670,yes,yes,yes,3,10,low
1419,0,881,157,1,15,no,2.7,1262,yes,644,22,3,0.7,no,311,no,no,yes,8,12,very low
1420,1,1042,155,1,9,yes,2.6,1427,no,523,14,2,0.1,yes,304,no,no,no,8,9,very low
1421,0,1364,121,17,7,yes,0.5,308,yes,1565,38,1,0.1,no,781,yes,no,yes,5,19,very low
1422,3,585,182,2,18,no,2.8,3021,no,1876,56,4,0.4,yes,235,no,yes,yes,3,12,medium
1423,1,698,138,13,15,no,0.7,3731,yes,516,30,12,0.9,yes,126,no,no,no,1,17,medium
1424,2,1987,185,2,20,yes,1.4,1185,yes,1966,40,18,0.9,yes,1197,no,no,no,8,11,medium
1425,0,1023,143,0,12,yes,2,1595,no,1730,20,10,0.1,yes,418,no,yes,yes,4,14,low
1426,11,1763,192,3,19,no,2.3,574,yes,1678,7,14,0.5,yes,418,no,no,yes,1,5,very low
1427,7,1141,102,1,2,no,2.9,841,no,719,6,8,0.7,no,405,no,no,yes,6,9,very low
1428,2,1688,86,10,15,no,2.1,1051,no,618,6,4,0.3,no,1314,yes,no,no,1,13,very low
1429,5,1970,193,1,8,no,3,1686,yes,555,38,10,0.8,yes,214,yes,yes,yes,2,8,low
1430,3,516,132,13,9,yes,1.4,1624,no,1778,45,17,1,yes,88,no,yes,yes,4,15,low
1431,5,1477,173,6,4,yes,2.7,259,no,697,20,6,0.4,yes,478,yes,yes,yes,2,12,very low
1432,2,854,83,8,3,no,2.8,2592,no,586,15,11,0.2,no,241,no,no,no,3,12,low
1433,3,1540,112,7,20,no,1.2,3322,no,1945,26,5,0.7,no,1064,yes,no,no,6,18,high
1434,0,964,150,11,3,no,0.7,3501,yes,1366,34,9,0.1,yes,402,no,yes,yes,2,13,high
1435,15,1210,82,12,15,no,2.8,1221,yes,1384,60,18,0.1,yes,983,yes,no,yes,3,18,low
1436,18,844,186,4,2,no,2.4,489,no,1544,12,20,0.1,no,470,yes,yes,yes,7,9,very low
1437,2,1604,101,5,15,yes,1.1,1181,no,835,7,7,0.2,yes,323,yes,no,yes,4,13,very low
1438,11,1383,102,2,9,yes,1.7,2735,no,638,27,17,0.5,yes,1171,no,no,yes,4,7,medium
1439,8,589,82,6,7,yes,1.3,3925,yes,972,44,10,0.7,no,297,no,no,no,7,7,high
1440,0,620,116,6,16,yes,1.9,1419,no,708,26,1,0.3,no,206,yes,no,yes,7,10,very low
1441,12,857,113,7,18,yes,2.3,1300,no,1544,45,20,0.1,no,236,no,yes,yes,8,8,low
1442,4,1641,161,9,14,yes,2.2,282,yes,1591,52,16,1,yes,548,yes,yes,yes,3,10,very low
1443,8,1531,146,2,11,no,0.5,1732,no,1331,55,15,0.9,no,1162,yes,no,yes,3,6,low
1444,0,978,94,11,4,yes,2.2,1342,no,726,40,20,0.8,no,323,yes,yes,yes,4,16,very low
1445,1,1677,200,6,6,yes,1.4,3031,yes,1634,17,5,0.2,no,964,yes,yes,yes,2,11,high
1446,7,799,133,9,4,yes,1.6,258,no,1433,4,11,0.7,no,281,yes,no,yes,8,11,very low
1447,7,1267,99,7,6,no,0.5,1403,no,672,35,17,0.1,no,574,no,yes,yes,8,16,very low
1448,0,1788,161,13,20,yes,1.5,892,no,1271,2,1,0.9,yes,1260,no,no,no,1,15,low
1449,1,1661,89,1,13,yes,2.3,2871,yes,1900,18,9,0.2,no,1055,yes,yes,yes,7,12,high
1450,5,1816,190,4,2,no,1.5,2977,yes,973,57,16,0.2,no,457,no,yes,yes,7,6,medium
1451,8,963,116,9,7,yes,1.2,1885,yes,1802,27,16,0.5,yes,453,no,no,yes,5,10,medium
1452,1,1306,194,2,6,no,1.3,2316,yes,1766,29,20,0.5,no,439,yes,no,no,8,19,medium
1453,3,722,147,0,16,no,2.9,1241,no,689,7,6,0.8,yes,487,no,yes,yes,2,9,very low
1454,4,1947,134,0,16,no,0.5,1610,yes,1150,27,17,1,yes,234,no,yes,yes,1,11,low
1455,7,1173,196,4,7,no,2.3,3293,no,598,21,10,0.7,yes,680,yes,no,yes,2,8,medium
1456,5,1191,150,13,12,no,1.5,1391,no,1919,48,6,0.8,no,304,yes,yes,yes,4,19,low
1457,0,710,128,12,7,yes,2.4,2514,yes,518,62,0,0.6,no,489,yes,yes,yes,6,16,low
1458,4,1514,158,7,15,yes,0.5,1998,yes,1549,8,7,0.4,no,721,no,no,yes,5,12,medium
1459,10,1409,153,5,13,no,1.4,2620,no,1089,2,20,0.1,yes,211,no,no,yes,7,7,medium
1460,8,1509,80,3,10,yes,2.7,1122,yes,704,29,10,0.2,no,1108,yes,yes,yes,1,9,very low
1461,2,1924,177,3,16,yes,2,2822,no,1724,57,5,0.5,yes,1605,no,yes,yes,3,19,high
1462,3,1087,155,4,9,no,0.5,2473,yes,935,58,12,0.1,yes,639,yes,yes,yes,5,10,medium
1463,8,1651,153,16,2,no,2.3,3900,yes,1433,27,12,0.9,no,1619,yes,yes,yes,7,18,high
1464,6,1990,140,17,12,yes,1.7,1418,no,1322,7,9,0.8,yes,177,no,no,no,3,19,low
1465,1,1078,104,1,19,yes,0.5,1459,yes,932,60,2,0.7,no,268,no,yes,yes,4,6,very low
1466,4,1247,176,5,20,no,2.1,3104,yes,1515,24,6,0.9,yes,747,no,yes,yes,5,6,high
1467,0,1469,198,7,7,yes,1.5,485,yes,1188,54,2,0.3,yes,1150,no,no,no,6,12,very low
1468,13,644,186,4,16,no,0.5,2180,no,1337,31,20,0.8,no,48,yes,no,yes,2,7,low
1469,2,829,99,7,7,no,2,3799,no,1414,54,3,0.8,yes,262,yes,no,yes,7,17,high
1470,1,1294,103,6,15,yes,2.8,436,yes,848,8,3,0.1,no,7,yes,no,yes,7,10,very low
1471,0,1162,113,8,11,no,1.5,436,yes,1549,27,7,0.4,yes,632,no,yes,yes,5,10,very low
1472,0,1663,176,13,9,yes,2.2,869,no,1438,32,6,0.6,no,683,yes,yes,yes,7,19,very low
1473,6,1873,109,3,15,yes,2.1,2219,yes,1303,10,15,0.4,no,1335,yes,yes,yes,8,9,medium
1474,8,1424,185,3,20,yes,2.7,1303,no,1092,45,10,0.8,yes,1404,yes,no,no,1,12,low
1475,0,588,138,14,16,yes,1.2,3693,yes,1502,54,12,0.2,no,65,no,no,yes,5,17,high
1476,6,730,147,7,12,no,1.6,1275,yes,852,54,7,0.4,yes,538,yes,yes,yes,5,13,very low
1477,1,1831,104,6,20,no,2.4,594,no,837,51,15,0.2,yes,638,yes,no,yes,5,16,very low
1478,0,1886,139,0,5,yes,1.6,876,yes,1670,47,15,0.8,yes,1706,no,no,yes,8,16,low
1479,0,1810,118,3,20,yes,2.9,1152,no,1514,27,1,0.2,no,186,yes,no,no,3,8,low
1480,5,764,85,7,7,yes,0.8,315,no,1969,7,20,0.2,yes,332,no,yes,yes,8,16,very low
1481,3,623,134,7,10,no,2.1,2367,yes,1349,46,12,0.9,yes,212,yes,no,yes,6,11,low
1482,0,1132,115,11,18,no,0.5,348,yes,1811,32,0,1,yes,204,yes,no,yes,6,17,very low
1483,1,1040,123,10,13,no,0.5,2669,yes,1452,25,11,0.9,yes,42,no,yes,yes,6,12,medium
1484,0,1156,93,9,20,yes,1.9,1464,yes,1604,63,2,0.6,yes,641,no,yes,yes,5,15,low
1485,5,1536,101,10,11,no,2,555,yes,571,58,11,0.6,yes,31,yes,yes,yes,6,19,very low
1486,6,1681,124,5,4,no,0.5,1305,no,950,55,7,0.1,no,86,yes,yes,yes,8,6,very low
1487,6,1994,97,6,17,no,1.1,1695,no,1641,48,7,0.7,no,224,yes,no,yes,8,13,medium
1488,6,1403,143,12,14,yes,2.8,942,yes,1236,32,18,0.3,no,492,yes,yes,yes,4,16,very low
1489,7,1190,149,12,13,yes,2.9,2493,no,1596,7,9,0.7,yes,169,yes,no,yes,2,14,medium
1490,4,1464,150,9,7,yes,0.5,3600,yes,1490,64,8,0.3,yes,1417,yes,yes,yes,8,17,high
1491,2,672,127,3,19,yes,2,3657,no,623,6,4,0.1,no,144,no,no,yes,3,17,medium
1492,0,1241,171,5,18,no,0.5,3917,yes,1900,55,1,0.9,yes,934,yes,yes,yes,1,15,high
1493,2,1293,190,1,7,no,2.6,969,no,1034,45,4,0.3,yes,182,no,yes,yes,3,15,very low
1494,10,623,172,13,20,yes,2.1,1813,yes,1776,35,16,0.1,yes,278,yes,no,yes,4,16,low
1495,3,704,83,7,4,yes,0.6,2661,no,1762,26,14,0.1,no,525,no,yes,yes,6,9,medium
1496,0,990,91,3,9,no,1.8,799,yes,1549,62,4,0.7,yes,167,yes,no,yes,4,7,very low
1497,9,1500,131,2,17,no,2.1,2438,yes,680,9,11,0.1,yes,1428,no,yes,yes,3,14,medium
1498,8,763,134,3,18,yes,2.1,3822,yes,1893,63,11,0.2,yes,637,yes,no,no,2,14,high
1499,2,1335,134,4,6,yes,0.5,774,no,1895,5,11,0.7,no,725,no,yes,yes,1,15,low
1500,1,644,103,13,10,yes,1.4,3372,yes,1263,32,2,0.4,yes,409,no,yes,yes,2,18,high
1501,7,1262,129,16,15,no,2.8,1816,yes,1044,33,13,0.6,yes,42,yes,no,yes,4,17,low
1502,16,1813,157,2,2,no,1,714,yes,1963,34,17,0.1,no,1136,yes,yes,yes,2,18,low
1503,8,1552,151,1,16,no,0.6,1817,no,1429,42,9,0.9,no,670,no,no,yes,5,6,low
1504,0,1436,88,9,10,yes,1.6,493,no,864,53,1,0.3,yes,262,no,yes,yes,6,18,very low
1505,0,705,111,0,13,no,1.8,2571,no,1395,23,1,0.1,yes,213,yes,no,yes,3,11,medium
1506,3,1300,105,5,14,no,2.5,2043,no,1076,14,4,0.2,no,545,no,no,no,5,7,low
1507,1,941,95,12,7,yes,2.1,3518,no,908,44,2,0.6,no,154,yes,no,yes,5,16,high
1508,5,1974,115,1,8,no,2.4,2542,yes,1334,42,14,0.6,no,1187,no,yes,yes,5,10,high
1509,0,1781,182,11,8,no,1.4,3834,no,1866,30,0,0.5,no,108,no,no,no,3,16,high
1510,4,1675,106,14,8,no,2.2,3755,yes,1149,30,5,0.2,no,1617,no,no,yes,6,17,high
1511,10,1726,91,7,3,no,0.8,1274,no,809,21,19,0.9,no,1453,no,no,no,7,18,low
1512,0,1964,131,1,4,yes,2.5,3745,no,688,57,3,0.8,yes,426,no,no,no,7,17,high
1513,0,1101,138,11,15,yes,0.7,2675,no,1225,2,1,0.6,yes,217,no,yes,yes,7,12,medium
1514,0,1208,186,5,6,no,1.8,1653,no,1694,53,0,1,no,1194,no,no,yes,6,7,medium
1515,0,1027,115,3,12,yes,1.9,2439,no,856,14,7,0.6,yes,395,yes,yes,yes,1,6,low
1516,0,869,89,2,8,yes,1.5,391,yes,688,2,2,1,no,271,yes,no,yes,3,5,very low
1517,0,1312,145,2,12,no,0.6,277,no,1113,25,10,0.3,yes,1047,yes,no,yes,1,11,very low
1518,3,684,115,4,15,no,2,3012,no,563,47,12,0.3,yes,211,no,no,yes,7,14,medium
1519,2,627,101,4,20,yes,3,1886,no,1854,8,5,0.1,no,506,no,yes,yes,5,17,low
1520,0,1311,92,4,18,yes,0.5,2304,yes,1410,15,1,0.3,yes,192,no,yes,yes,3,18,medium
1521,2,1247,84,2,9,yes,2.2,2719,yes,673,3,9,0.4,yes,1109,yes,no,yes,2,19,medium
1522,0,544,181,1,8,yes,0.5,2287,yes,1350,50,4,0.8,yes,369,no,yes,yes,8,15,low
1523,8,1804,159,11,19,no,1.2,2361,no,865,59,9,0.1,yes,805,yes,no,yes,3,16,medium
1524,16,1705,93,0,20,yes,2.7,3215,no,1042,50,18,0.8,yes,727,yes,yes,yes,7,18,high
1525,1,1461,91,7,3,no,0.7,285,no,1174,25,8,0.8,yes,1097,yes,yes,yes,2,19,very low
1526,0,1299,103,9,2,yes,2.6,2940,yes,1934,46,17,0.1,yes,619,yes,yes,yes,1,13,high
1527,3,1139,134,0,18,yes,1.7,3097,yes,1836,26,16,0.1,yes,408,no,no,no,6,5,high
1528,9,1929,177,7,9,no,2.9,1968,yes,1664,15,19,0.5,yes,1178,no,yes,yes,7,12,medium
1529,1,1435,153,16,4,yes,1.9,1303,no,891,18,3,0.1,yes,40,yes,yes,yes,6,17,very low
1530,2,1951,92,4,17,no,1,2775,yes,1853,23,15,0.4,no,202,no,no,yes,1,14,high
